qid,docno,rank,origin_label,query,text
168216,2069992,8,B-Only,does legionella pneumophila cause pneumonia,"Atypical pneumonia refers to pneumonia caused by certain bacteria, including Legionella pneumophila, Mycoplasma pneumoniae, and Chlamydophila pneumoniae. It is called “atypical” because the symptoms differ from those of pneumonia due to other common bacteria. Pneumonia is an infection of the lung.ack to Top Symptoms. Pneumonia due to mycoplasma and chlamydophila bacteria is usually mild. 1  Pneumonia due to Legionella pneumophila gets worse during the first 4 - 6 days, and then improves over 4 - 5 days."
182539,57443,0,Both,example of monotonic function,Monotonic Function. Monotonic functions are the functions which maintained the order of functions value. As we all know that the variation in independent value also make the variation in functions value. A suitable example for this is monotonic functions or linear polynomials. The monotonic functions maintains the straight line in linear programming graph. This is also called the monotonic nature over the domain and real numbers. A monotonic function increases and decreases over the interval.
182539,1638689,1,Both,example of monotonic function,"The MONOTONIC function is often presented as a means of adding sequence numbers to table rows. Several papers present it as a solution to this programming problem. However, the function is undocumented and has some limitations, including:"
182539,1638690,2,Both,example of monotonic function,The MONOTONIC function is often presented as a means of adding sequence numbers to table rows. Several papers present it as a solution to this programming problem. If the MONOTONIC function is used in an SQL procedure that aggregates data then the function may return non-sequential or missing results.
182539,7371262,3,Both,example of monotonic function,"An important application of monotonic functions is in probability theory. If is a random variable, its cumulative distribution function is a monotonically increasing function. A function is unimodal if it is monotonically increasing up to some point (the mode) and then monotonically decreasing. When is a strictly monotonic function, then is injective on its domain, and if is the range of, then there is an inverse function on for."
182539,57444,4,A-Only,example of monotonic function,"To solidify our understanding of what a monotonic function is, let's consider what a non-monotonic function is. A non-monotonic function is a function that is increasing and decreasing on different intervals of its domain. For example, consider our initial example f(x) equals x 2."
182539,8757181,5,Both,example of monotonic function,"monotonic function. Monotonic Function. (or monotone function), a function whose increments Δf(x) = f(x′) − f(x) do not change sign when Δx = x′ − x > 0; that is, the increments are either always nonnegative or always nonpositive. Somewhat inaccurately, a monotonic function can be defined as a function that always varies in the same direction."
182539,2909960,6,A-Only,example of monotonic function,"In mathematics, a monotonic function (or monotone function) is a function between ordered sets that preserves or reverses the given order. This concept first arose in calculus, and was later generalized to the more abstract setting of order theory. 1 Monotonicity in calculus and analysis."
182539,1307235,7,B-Only,example of monotonic function,"Here's the definition of the monotonic function from Wikipedia: In calculus, a function f defined on a subset of the real numbers with real values is called monotonic (also monotonically increasing, increasing or non-decreasing), if for all x and y such that x ≤ y one has f(x) ≤ f(y), so f preserves the order."
182539,6037973,8,B-Only,example of monotonic function,"Two facts about these functions are: 1  if is a monotonic function defined on an interval, then is differentiable almost everywhere on, i.e. the set of numbers in such that is not differentiable in has Lebesgue measure zero.2  In addition, this result cannot be improved to countable: see Cantor function.f the order in the definition of monotonicity is replaced by the strict order, then one obtains a stronger requirement. A function with this property is called strictly increasing. Again, by inverting the order symbol, one finds a corresponding concept called strictly decreasing."
183378,7449748,0,Both,exons definition biology,"An exon is any part of a gene that will encode a part of the final mature RNA produced by that gene after introns have been removed by RNA splicing. The term exon refers to both the DNA sequence within a gene and to the corresponding sequence in RNA transcripts. In RNA splicing, introns are removed and exons are covalently joined to one another as part of generating the mature messenger RNA."
183378,8570258,1,B-Only,exons definition biology,"An exon is any part of a gene that codes for a part of the final mature RNA product of that gene after introns have been removed by RNA splicing.The term exon refers to both the DNA sequence within a gene and to the corresponding sequence in RNA transcripts.In RNA splicing, introns are removed and exons are covalently joined to one another as part of generating the mature messenger RNA.he term exon refers to both the DNA sequence within a gene and to the corresponding sequence in RNA transcripts."
183378,7449744,2,A-Only,exons definition biology,Definition of exon. : a polynucleotide sequence in a nucleic acid that codes information for protein synthesis and that is copied and spliced together with other such sequences to form messenger RNA — compare intron.
183378,1289489,3,Both,exons definition biology,Exon. any nucleotide sequence encoded by a gene that remains present within the final mature RNA product of that gene after introns have been removed by RNA splicing. The term exon refers to both the DNA sequence within a gene and to the corresponding... en​.wikipedia​.org​/wiki​/Exon.
183378,4803847,4,B-Only,exons definition biology,"For other uses, see Exon (disambiguation) . An exon is any part of a gene that codes for a part of the final mature RNA product of that gene after introns have been removed by RNA splicing. The term exon refers to both the DNA sequence within a gene and to the corresponding sequence in RNA transcripts.In RNA splicing, introns are removed and exons are covalently joined to one another as part of generating the mature messenger RNA.n exon is any part of a gene that codes for a part of the final mature RNA product of that gene after introns have been removed by RNA splicing."
183378,4493915,5,A-Only,exons definition biology,"Exons. Exons are the nucleotide sequences of genes that are expressed, and those are found at either sides of an intron. In simple terms, it could be stated that exons really hit the ground in the expression of genes or in the protein synthesis.The polypeptide strand is formed based on the nucleotide sequence in exons. Exons are found at the two ends of a gene while introns are always found inside the gene. • When mutations take place, introns sometimes contribute nucleotides but usually not the other way around. • Both DNA and RNA contain introns and exons, but mature RNA only contain exons and not the introns."
183378,3185611,6,A-Only,exons definition biology,Exons are expressing sequences within a pre-mRNA molecule that are spliced together once introns are removed to form mature mRNA molecules that are translated into proteins. Alternative splicing allows for the production of various protein isoforms from one single gene coding.
183378,5534710,7,B-Only,exons definition biology,Representation of intron and exons within a simple gene containing a single intron. An intron is any nucleotide sequence within a gene that is removed by RNA splicing during maturation of the final RNA product. The term intron refers to both the DNA sequence within a gene and the corresponding sequence in RNA transcripts. Sequences that are joined together in the final mature RNA after RNA splicing are exons.
183378,1050571,8,Easy-Negative,exons definition biology,"genome. exons. genetic code. The human genome has information that codes for thousands of proteins, but any given cell produces only a fraction of those proteins."
207786,8273762,0,Both,how are some sharks warm blooded,"Most sharks are cold-blooded. Some, like the Mako and the Great white shark, are partially warmblooded (they are endotherms). These sharks can raise their temperature about the temperature of the water; they need to have occasional short bursts of speed in hunting."
207786,8273763,1,Both,how are some sharks warm blooded,"Most sharks are cold-blooded. Some, like the Mako and the Great white shark, are partially warmblooded (they are endotherms). Cold blooded although if you've ever seen a Great White Shark hunt sea lions you'd be thinking they would have to be hotblooded. Actually the Salmon Shark is a warm blooded shark."
207786,8273754,2,Both,how are some sharks warm blooded,"Sharks' blood gives them turbo speed. Several species of shark and tuna have something special going on inside their bodies. For a long time, scientists have known that some fish species appear warm-blooded. Salmon sharks can elevate their body temperatures by up to 20 degrees compared to the surrounding water, for example."
207786,2763917,3,B-Only,how are some sharks warm blooded,These sharks can raise their temperature about th…e temperature of the water; they need to have occasional short bursts of speed in hunting Cold blooded although if you've ever seen a Great White Shark hunt sea lions you'd be thinking they would have to be hotblooded. Actually the Salmon Shark is a warm blooded shark.
207786,8273759,4,A-Only,how are some sharks warm blooded,"Are White Sharks warm-blooded or cold-blooded? White sharks are part of the fish family, so they must be 'cold-blooded', right? Actually, white sharks are much more complex than you may think. An animal that is 'cold-blooded' means their inside body temperature is dependent on the environment they are in. For example, a snake is cold blooded, so its body temperature fluctuates with the day or even whether or not they are in the sun."
207786,8273755,5,A-Only,how are some sharks warm blooded,"Are sharks cold-blooded or warm-blooded? Sharks have a reputation as “cold-blooded killers” and despite how negative that term is, it’s not entirely inaccurate. Sharks are by no means evil, vicious killers like that quote suggests. Nonetheless, sharks are, for the most part anyways, efficient ectothermic predators. Endo vs Ecto."
207786,8273758,6,B-Only,how are some sharks warm blooded,More on Warm-Bodied Sharks. Shortfin Mako (Isurus oxyrinchus) A question came across SHARK-L concerning makos being considered warm-blooded and various replies touch upon aspects of the topic. I responded to the original query and went onto expand upon or correct some of those responses.
207786,7941579,7,A-Only,how are some sharks warm blooded,"Great white sharks are some of the only warm blooded sharks. This allows them to swim in colder waters in addition to warm, tropical waters. Great White sharks can be found as… north as Alaska and as south as the southern tip of South America. They exist worldwide, everywhere in-between. 5 people found this useful."
207786,8273756,8,B-Only,how are some sharks warm blooded,"A question came across SHARK-L concerning makos being considered warm-blooded and various replies touch upon aspects of the topic. There are currently two species of mako recognized, the Longfin (Isurus paucus) and the Shortfin (I. oxyrinchus)."
264014,3338827,0,Both,how long is life cycle of flea,"The total flea life cycle can range from a couple weeks to several months, depending on environmental conditions. ADULT: The adult flea is very flat side to side. There are hair-like bristles on the flea body and legs to aid in their navigation through pet hair."
264014,5328095,1,Both,how long is life cycle of flea,"Fleas have four main stages in their life cycle: egg, larva, pupa, and adult. The total flea life cycle can range from a couple weeks to several months, depending on environmental conditions. The adult flea is very flat side to side."
264014,4834547,2,A-Only,how long is life cycle of flea,"The life cycle of a flea can last anywhere from 20 days to an entire year. It depends on how long the flea remains in the dormant stage (eggs, larvae, pupa). Outside influences, such as weather, affect the flea cycle. A female flea can lay around 20 to 25 eggs in one day."
264014,96855,3,B-Only,how long is life cycle of flea,"There are four stages in the life cycle of a flea: egg, larva, pupa, and adult. Depending on the environmental temperature and humidity levels, the total life cycle will take anywhere from a couple weeks to many months. Optimal conditions for fleas are between 70-85°F and 70 percent humidity."
264014,1804644,4,A-Only,how long is life cycle of flea,"How long is the life span of a flea? 30-90 Days (Average). A flea might live a year and a half under ideal conditions. These include the right temperature, food supply, and humidity. Generally speaking, though, an adult flea only lives for 2 or 3 months. Without a host for food, a flea's life might be as short as a few days."
264014,2223171,5,B-Only,how long is life cycle of flea,"When it comes to eliminating fleas from your pet and from your home, there are some key things to consider. First, it is very important to be familiar with and understand the life cycle of the flea when you are trying to eradicate their presence completely. There are four stages in the life cycle of a flea: egg, larva, pupa, and adult. Depending on the environmental temperature and humidity levels, the total life cycle will take anywhere from a couple weeks to many months. Optimal conditions for fleas are between 70-85°F and 70 percent humidity."
264014,6105569,6,A-Only,how long is life cycle of flea,"Once the flea reaches adulthood, its primary goal is to find blood and then to reproduce. Its total life span can be as long one and one-half years in ideal conditions. Female fleas can lay 5000 or more eggs over their life, allowing for phenomenal growth rates. Average 30–90 days."
264014,3396076,7,B-Only,how long is life cycle of flea,"There are four stages in a flea's life: egg, larva (maggoty-like-thing), pupa (in a cocoon) and adult. Egg-to-egg life cycle is usually two to four weeks. Under the right conditions this can be a little shorter (12 days), or much longer (8 months)."
264014,1181075,8,Easy-Negative,how long is life cycle of flea,"Dog Fleas vs Cat Fleas. ... Dog fleas are different from cat fleas or other types of fleas for that matter, as fleas are species specific. This means that the fleas that are found on your dog cannot harm your cat. However, the feline fleas have adapted to be able to live on canine blood as well."
359349,2826510,0,E2E-Only,how to find the midsegment of a trapezoid,"The midsegment of a trapezoid is the segment that joins the midpoints of the nonparallel sides of a trapezoid. In the trapezoid below, the midpoints of the non-parallel sides are points S and V. The midsegment is the red line segment from S to V. The midsegment below can be found by. 1  calculating the lengths of the bases. 2  35-16 = 9 (length of upper base). 3  45-0 =45 (length of lower base). 4  calculating the sum of the bases."
359349,68648,1,E2E-Only,how to find the midsegment of a trapezoid,"A trapezoid midsegment connects the midpoints of the two congruent sides of the trapezoid, and is parallel to the pair of parallel sides. The length of the midsegment is the sum of the two bases divided by 2. Remember that the bases of a trapezoid are the two parallel sides. To find angles within a trapezoid, remember that since there are two sides are parallel, the other sides can be seen as transversals, forming corresponding angles and same side interior angles."
359349,68649,2,E2E-Only,how to find the midsegment of a trapezoid,"The midsegment of a trapezoid is referred to as the median or the midline. The length of the midsegment is calculated by finding the average length of each of the parallel sides. The formula for this length is the sum of the length of side A plus the length of side B, divided by two. The midsegment is also used to calculate the area of a trapezoid. Learn more about Shapes."
359349,576628,3,E2E-Only,how to find the midsegment of a trapezoid,"The midpoint of the red segment pictured on the left is the point (A, 2b). The most important thing to remember is that a midpoint bisects a line (cuts a line into two equal halves). The midsegment of a trapezoid is the segment that joins the midpoints of the nonparallel sides of a trapezoid. In the trapezoid below, the midpoints of the non-parallel sides are points S and V. The midsegment is the red line segment from S to V. The midsegment below can be found by. calculating the lengths of the bases 35-16 = 9 (length of upper base) 45-0 =45 (length of lower base) calculating the sum of the bases 9+45 = 54."
359349,5615181,4,E2E-Only,how to find the midsegment of a trapezoid,"In the trapezoid below, the midpoints of the non-parallel sides are points S and V. The midsegment is the red line segment from S to V. The midsegment below can be found by. 1  calculating the lengths of the bases.  35-16 = 9 (length of upper base)"
359349,3900185,5,E2E-Only,how to find the midsegment of a trapezoid,"In the trapezoid below, the midpoints of the non-parallel sides are points S and V. The midsegment is the red line segment from S to V. The midsegment below can be found by. calculating the lengths of the bases 35-16 = 9 (length of upper base) 45-0 =45 (length of lower base) calculating the sum of the bases 9+45 = 54."
359349,943229,6,E2E-Only,how to find the midsegment of a trapezoid,"The midsegment (also called the median or midline) of a trapezoid is the segment that joins the midpoints of the legs. It is parallel to the bases. Its length m is equal to the average of the lengths of the bases a and b of the trapezoid, The midsegment of a trapezoid is one of the two bimedians (the other bimedian divides the trapezoid into equal areas). The height (or altitude) is the perpendicular distance between the bases."
359349,3223831,7,E2E-Only,how to find the midsegment of a trapezoid,"The segment that connects the midpoints of the legs of a trapezoid is called the midsegment. This segment's length is always equal to one-half the sum of the trapezoid's bases, or. Consider trapezoid ABCD shown below."
359349,68653,8,E2E-Only,how to find the midsegment of a trapezoid,"The side of the triangle that the midsegment does not intersect is the base of the triangle. The midsegment of a trapezoid is the segment formed by connecting the midpoints of the two legs of a trapezoid. Although the midsegment of a trapezoid is also useful in mathematics, we will not discuss it here."
405717,2702419,0,PRF-Only,is cdg airport in main paris,"Paris Charles de Gaulle Airport (CDG) is one of the busiest passenger airports in Europe and is the larger of Paris' two airports... Charles de Gaulle Airport is 14 miles (23 kilometers) northeast of Paris and has extensive road and rail links to the capital city and beyond. Getting to Paris from Charles de Gaulle is easy with RATP buses, taxis and limousines all operating from Paris CDG."
405717,8433854,1,PRF-Only,is cdg airport in main paris,"Roissy - Charles de Gaulle airport (CDG) is the main international airport for Paris, and the second busiest airport in Europe after London Heathrow. The two main terminals are Terminal 1, used by most foreign airlines, and Terminal 2, used by Air France, its partners, and some other European flights including Easyjet."
405717,4828118,2,PRF-Only,is cdg airport in main paris,"- Charles De Gaulle International Airport (CDG) in Paris. CDG is the IATA code for the airport, LFPG is the ICAO code. Airlines and flights can be found on en.wikipedia.org/wiki/Charles_de_Gaulle_International_Airport."
405717,3033900,3,PRF-Only,is cdg airport in main paris,"Paris Paris CDG Airport Terminal 1 F. Paris Charles de Gaulle Airport is a vast airport northeast of Paris. It's big - really big - with 60 million passengers a year, and the dominant of the three Paris airports: indeed it is the world's sixth busiest airport and only eclipsed in Europe by Heathrow."
405717,7728831,4,PRF-Only,is cdg airport in main paris,"Paris Charles de Gaulle Airport IATA: CDG, ICAO: LFPG also known as Roissy Airport (name of the local district), is the largest international airport in France. It is named after Charles de Gaulle (1890–1970), leader of the Free French Forces during the Second World War, founder of the French Fifth Republic and President of France from 1959 to 1969. Charles de Gaulle Airport is located within portions of several communes 25 km (16 mi) to the northeast of Paris."
405717,8156519,5,PRF-Only,is cdg airport in main paris,"Most flights to Paris land at Charles de Gaulle Airport (CDG), which is commonly known as Roissy Airport. When ranked by passenger traffic, it is the sixth busiest airport in the world and the second busiest airport in Europe. Roissy is a hub for major airlines such as Air France, Delta Air Lines and easyJet. Paris flights may also land at Orly Airport (ORY), located south of Paris in the communes of Orly and Villeneuve-le-Roi. Although Orly is nowhere near the size of Roissy, it is the second busiest airport in France when ranked by passenger traffic."
405717,4704975,6,PRF-Only,is cdg airport in main paris,"Charles De Gaulle International Airport (IATA code = CDG), also known as ROISSY is the busiest French airport. It is located the jsust north of Paris. The second-largest French airport, located just south of Paris, is ORLY (IATA Code = ORY). Paris also hosts the Aéroport du BOURGET, famous for Lindbergh's landing, which is now used mainly for private flights."
405717,5079482,7,PRF-Only,is cdg airport in main paris,"Charles de Gaulle Airport. Paris Charles de Gaulle Airport (French: Aéroport de Paris-Charles-de-Gaulle, IATA: CDG, ICAO: LFPG), also known as Roissy Airport (name of the local district), is the largest international airport in France."
405717,7896211,8,PRF-Only,is cdg airport in main paris,"The nearest major airport is Paris Charles De Gaulle Airport (CDG / LFPG). This airport has international and domestic flights from Paris, France and is 40 km from the center of Disneyland Paris."
443396,8536123,0,PRF-Only,lps laws definition,"(Redirected from Lanterman-Petris-Short Act) The Lanterman–Petris–Short (LPS) Act (Cal. Welf & Inst. Code, sec. 5000 et seq.) concerns the involuntary civil commitment to a mental health institution in the State of California. The act set the precedent for modern mental health commitment procedures in the United States."
443396,8536118,1,PRF-Only,lps laws definition,"LPS Act. LPS Act. a California law named for sponsors of the legislation (Lanterman, Petris, and Short) that provides for the protection and treatment of persons judged to be gravely disabled and thus unable to provide food, clothing, or shelter for themselves."
443396,3440850,2,PRF-Only,lps laws definition,"Section 5150 is a section of the California Welfare and Institutions Code (WIC) (in particular, the Lanterman–Petris–Short Act or LPS) which authorizes a qualified officer or clinician to involuntarily confine a person suspected to have a mental disorder that makes them a danger to themselves, a danger to others, and/or gravely disabled."
443396,3721948,3,PRF-Only,lps laws definition,"By the time Ronald Reagan assumed the governorship in 1967, California had already deinstitutionalized more than half of its state hospital patients. That same year, California passed the landmark Lanterman-Petris-Short (LPS) Act, which virtually abolished involuntary hospitalization except in extreme cases."
443396,8536121,4,PRF-Only,lps laws definition,"Module One: Lanterman-Petris-Short (LPS) Act Historical Framework………… 3. Module Two: Definition of 72-hour hold, who may write, where to write, and when advisement is necessary…………………………………………..........."
443396,8536122,5,PRF-Only,lps laws definition,"The California Mental Health Act (Sections 5000 to 8000 of the Welfare and. Institutions Code), also known as the LPS Act, begins by promoting the. legislative intent: • Most important was: to end the inappropriate, indefinite, involuntary."
443396,8079043,6,PRF-Only,lps laws definition,"trial, they would be a candidate for long-term LPS public conservatorship. LPS conservatorship was initiated to arrange for the involuntary. hospitalization and mental health treatment of persons who are gravely disabled as. a result of a mental disorder or severe and chronic substance abuse or alcoholism."
443396,6266327,7,PRF-Only,lps laws definition,"A licensed practical nurse (LPN) is a licensed health care practitioner who provides nursing care under the direction of an RN, CNS, NP, midwife, physician, physician assistant, specialist assistant, dentist or podiatrist.LPNs provide compassionate care that is respectful of each patient’s needs, values and wishes. registered professional nurse (RN) is a licensed health care professional who helps patients to achieve optimal health and prevent disease or injury. RNs provide compassionate care that is respectful of each patient's values and wishes."
443396,8079039,8,PRF-Only,lps laws definition,"1) An LPS designated facility, private or County 2) Any designated facility in LA County only. 3) Medical units in an LPS designated facility only *Special Note: The law (WIC 5170) provides for involuntary detention of inebriates (chronic alcoholics) however there are no LPS designated hospitals in LA County for inebriation."
451602,5179251,0,E2E-Only,medicare's definition of mechanical ventilation,Medical Definition of Mechanical ventilation. Mechanical ventilation: Use of a machine called a ventilator or respirator to improve the exchange of air between the lungs and the atmosphere. Last Editorial Review: 5/13/2016.
451602,8390518,1,E2E-Only,medicare's definition of mechanical ventilation,Mechanical ventilation is the medical term for artificial ventilation where mechanical means is used to assist or replace spontaneous breathing.
451602,8383461,2,E2E-Only,medicare's definition of mechanical ventilation,"Mechanical ventilation is the use of a mechanical device (machine) to inflate and deflate the lungs. Mechanical ventilation provides the force needed to deliver air to the lungs in a patient whose own ventilatory abilities are diminished or lost. Breathing requires the movement of air into and out of the lungs. This is normally accomplished by the diaphragm and chest muscles. A variety of medical conditions can impair the ability of these muscles to accomplish this task, including: muscular dystrophies."
451602,3177691,3,E2E-Only,medicare's definition of mechanical ventilation,Mechanical ventilation may be defined as the use of a mechanical device to provide. ventilator support for patients. There are 2 types of mechanical ventilation: positive and. negative pressure ventilation. Positive pressure ventilation delivers a positive pressure to. inflate the lungs. Expiration is passive.
451602,5475308,4,E2E-Only,medicare's definition of mechanical ventilation,"Mechanical ventilation. For the use in architecture and climate control, see Ventilation (architecture). Mechanical ventilation is the medical term for artificial ventilation where mechanical means is used to assist or replace spontaneous breathing."
451602,5538938,5,E2E-Only,medicare's definition of mechanical ventilation,"Mechanical ventilation. Assisted ventilation could be defined as the movement of gas into and out of lungs by an external source connected directly to the patient. The external source could be the resuscitation bag, continuous distending pressure device or a mechanical ventilator."
451602,8019873,6,E2E-Only,medicare's definition of mechanical ventilation,"Mechanical ventilation is the movement of air through the workspace caused by an electrical device, such as a portable fan or permanently mounted fan in the ceiling or wall. The minimum flow rate shall be 2,000 cfm per welder, except where local exhaust hoods and booths or airline respirators are provided and used."
451602,1277290,7,E2E-Only,medicare's definition of mechanical ventilation,"What Is Mechanical Ventilation? Mechanical ventilation, in the healthcare setting or home, helps patients breathe by assisting the inhalation of oxygen into the lungs and the exhalation of carbon dioxide. Depending on the patient’s condition, mechanical ventilation can help support or completely control breathing."
451602,4874640,8,E2E-Only,medicare's definition of mechanical ventilation,"Mechanical ventilation is a life support treatment. A mechanical. ventilator is a machine that helps people breathe when they are not. able to breathe enough on their own. The mechanical ventilator is. also called a ventilator, respirator, or breathing machine. Most. patients who need support from a ventilator because of a severe. illness are cared for in a hospital’s intensive care unit (ICU)."
489204,1778458,0,E2E-Only,right pelvic pain causes,"Causes of Right Hip Pain. Due to the close proximity of organs in the abdominal and pelvic cavity, it is not always possible to isolate a specific organ when pain occurs at a particular region. Therefore the most common conditions of the nearest organs to this area needs to be considered. Pain may arise from the hip joint itself or the pelvic bone but there are also other possible conditions as discussed below. Abdominal wall pain is one of the common but often neglected causes of right hip pain. The pain may arise with trauma to the abdominal wall or with muscle strain. The pain is typically superficial and aggravated with movement or touch."
489204,5541650,1,E2E-Only,right pelvic pain causes,"Problems with pelvic organs can also cause right or left lower quadrant tenderness. These organs include the ovaries and fallopian tubes. The most well known type of point tenderness is McBurney’s point. McBurney’s point is located in the right lower quadrant, in the area of your appendix."
489204,855963,2,E2E-Only,right pelvic pain causes,"This type of pain may be a warning that something is wrong. Some causes of acute pelvic pain include: An infection of your uterus, fallopian tubes, or ovaries; this condition is called pelvic inflammatory disease (PID). An infection of the urethra, bladder, or kidneys."
489204,7116533,3,E2E-Only,right pelvic pain causes,"Causes of Pain on the Right Side of the Waist Pain along the waist line may be caused by abnormal function of any of the organs in the pelvic region of the body. Depending on the cause of the problem, waist pain might be mild or severe, aching or throbbing."
489204,2268652,4,E2E-Only,right pelvic pain causes,"Acute (or sharp) pain starts suddenly and often has a single cause. This type of pain may be a warning that something is wrong. Some causes of acute pelvic pain include: An infection of your uterus, fallopian tubes, or ovaries; this condition is called pelvic inflammatory disease (PID). An infection of the urethra, bladder, or kidneys."
489204,1051498,5,E2E-Only,right pelvic pain causes,"Lower right abdominal pain may be due to some of the same causes discussed under upper right abdominal pain. With the lower abdominal regions, the continuation with the pelvic cavity means that pathologies of the pelvic organs or structures may also be a cause of pain."
489204,6976143,6,E2E-Only,right pelvic pain causes,"Pelvic inflammatory disease (PID) is a general term for infection of the upper female genital tract, including the uterus, Fallopian tubes, and ovaries. PID usually results from ascending infection from the cervix.It is a common and serious complication of some sexually transmitted diseases, especially chlamydia and gonorrhoea. It can damage the Fallopian tubes and tissues in and near the uterus and ovaries.omplications include: 1  Infertility: the risk of infertility following PID is related to the number of episodes of PID and their severity. 2  Ectopic pregnancy. 3  Chronic pelvic pain. 4  Perihepatitis (Fitz-Hugh Curtis syndrome): causes right upper quadrant pain. 5  Tubo-ovarian abscess. 6  Reiter's syndrome (reactive arthritis) ."
489204,1600333,7,E2E-Only,right pelvic pain causes,"Pelvic mis-alignment and instability is a major cause of back, hip and knee pain as well as numerous other musculo-skeletal problems. The pelvis is the key to man's well-being, as wise men have taught from time immemorial ....."
489204,1688164,8,E2E-Only,right pelvic pain causes,"Left lower quadrant pain. Diverticulitis, inflammatory bowel disease, pelvic inflammatory disease, a kidney stone, endometriosis, ectopic pregnancy, and rupture of an ovarian cyst are common causes of abdominal pain in this area."
490595,805051,0,Both,rsa definition key,"RSA (Rivest–Shamir–Adleman) is one of the first public-key cryptosystems and is widely used for secure data transmission. In such a cryptosystem, the encryption key is public and it is different from the decryption key which is kept secret (private). In RSA, this asymmetry is based on the practical difficulty of the factorization of the product of two large prime numbers, the factoring problem."
490595,549465,1,Both,rsa definition key,"RSA is one of the first public-key cryptosystems and is widely used for secure data transmission. In such a cryptosystem, the encryption key is public and it is different from the decryption key which is kept secret. In RSA, this asymmetry is based on the practical difficulty of the factorization of the product of two large prime numbers, the factoring problem. The acronym RSA is made of the initial letters of the surnames of Ron Rivest, Adi Shamir, and Leonard Adleman, who first publicly desc"
490595,4842889,2,A-Only,rsa definition key,"RSA (algorithm) RSA is an algorithm used by modern computers to encrypt and decrypt messages. It is an asymmetric cryptographic algorithm. Asymmetric means that there are two different keys. This is also called public key cryptography, because one of them can be given to everyone. The other key must be kept private."
490595,5247999,3,Both,rsa definition key,"RSA is one of the first practical public-key cryptosystems and is widely used for secure data transmission. In such a cryptosystem, the encryption key is public and differs from the decryption key which is kept secret. In RSA, this asymmetry is based on the practical difficulty of factoring the product of two large prime numbers, the factoring problem."
490595,4842897,4,A-Only,rsa definition key,What is an RSA key used for? RSA key is a private key based on RSA algorithm. Private Key is used for authentication and a symmetric key exchange during establishment of an SSL/TLS session. It is a part of the public key infrastructure that is generally used in case of SSL certificates.
490595,4737063,5,B-Only,rsa definition key,"RSA involves a public key and a private key. The public key can be known by everyone and is used for encrypting messages. Messages encrypted with the public key can only be decrypted in a reasonable amount of time using the private key.n such a cryptosystem, the encryption key is public and differs from the decryption key which is kept secret. In RSA, this asymmetry is based on the practical difficulty of factoring the product of two large prime numbers, the factoring problem."
490595,805046,6,B-Only,rsa definition key,"RSA (cryptosystem) RSA is one of the first practical public-key cryptosystems and is widely used for secure data transmission. In such a cryptosystem, the encryption key is public and different from the decryption key which is kept secret (private)."
490595,805048,7,A-Only,rsa definition key,RSA involves a public key and a private key. The public key can be known by everyone and is used for encrypting messages. The intention is that messages encrypted with the public key can only be decrypted in a reasonable amount of time using the private key.
490595,4842890,8,B-Only,rsa definition key,"What is RSA? RSA is a public-key cryptosystem for both encryption and authentication; it was invented in 1977 by Ron Rivest, Adi Shamir, and Leonard Adleman [RSA78]. It works as follows: take two large primes, p and q, and find their product n = pq ; n is called the modulus."
527433,8617271,0,Both,types of dysarthria from cerebral palsy,"There are three major types of dysarthria in cerebral palsy: spastic, dyskinetic (athetosis) and ataxic. Speech impairments in spastic dysarthria involves four major abnormalities of voluntary movement: spasticity, weakness, limited range of motion and slowness of movement."
527433,5466810,1,Both,types of dysarthria from cerebral palsy,"Dysarthria is a feature of many neurological diseases including cerebral palsy, stroke, traumatic brain injury, Parkinson s disease, Amyotrophic Lateral Sclerosis (ALS) and multiple sclerosis. Dysarthria is a relatively common symptom of multiple sclerosis and can take many forms.Episodic paroxysmal dysarthria, which is where the dysarthria lasts for up to a minute or so and recurs several times a day, is particulary common in MS.ysarthria refers to speech problems that are caused by the muscles involved with speaking or the nerves controlling them. Both muscle weakness and incoordination can give rise to dysarthria. Speech problems that result from cognitive dysfunction are not dysarthria."
527433,1379245,2,Both,types of dysarthria from cerebral palsy,"Dysarthria is caused by damage to the brain. This may occur at birth, as in cerebral palsy or muscular dystrophy, or may occur later in life due to one of many different conditions that involve the nervous system, including. 1  stroke,"
527433,3294599,3,A-Only,types of dysarthria from cerebral palsy,"Athetoid dyskinetic cerebral palsy is a non-spastic, extrapyramidal form of cerebral palsy. Dyskinetic cerebral palsy can be divided into two different groups; choreoathetoid and dystonic. Choreo-athetotic CP is characterized by involuntary movements most predominantly found in the face and extremities."
527433,5466807,4,Both,types of dysarthria from cerebral palsy,"Dysarthria is a motor speech disorder. It results from impaired movement of the muscles used for speech production, including the lips, tongue, vocal folds, and/or diaphragm.The type and severity of dysarthria depend on which area of the nervous system is affected.ysarthria is caused by damage to the brain. This may occur at birth, as in cerebral palsy or muscular dystrophy, or may occur later in life due to one of many different conditions that involve the nervous system, including. 1  stroke,"
